transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,units,kyc_status,state
TXN22588,INV10938,120130,2025-06-02,SIP,20519.73,632.9555,Verified,Tamil Nadu
TXN22589,INV12308,120123,2022-02-09,Lumpsum,104637.29,5624.9231,Verified,West Bengal
TXN22590,INV10608,120132,2023-10-21,SIP,13701.65,265.3197,Verified,Delhi
TXN22591,INV11090,119092,2024-07-09,SIP,19658.4,242.0528,Verified,Gujarat
TXN22592,INV11132,120102,2024-01-16,SIP,19666.22,373.6181,Verified,Bihar
TXN22593,INV10915,125497,2023-11-02,SIP,20796.08,389.2226,Verified,West Bengal
TXN22594,INV10599,120110,2023-10-18,SIP,24646.83,382.5402,Verified,Telangana
TXN22595,INV12197,120105,2025-08-15,SIP,23985.42,376.0481,Verified,Tamil Nadu
TXN22596,INV10494,120111,2022-05-05,SIP,22234.52,389.2925,Verified,Andhra Pradesh
TXN22597,INV12065,120111,2023-05-24,Redemption,20048.43,274.4174,Verified,Punjab
TXN22598,INV10045,120112,2023-06-19,Lumpsum,33091.62,2695.738,Verified,Tamil Nadu
TXN22599,INV11727,120841,2024-01-25,SIP,19619.13,197.4388,Verified,Telangana
TXN22600,INV11830,120117,2025-02-11,SIP,15252.28,194.8886,Pending,Karnataka
TXN22601,INV10442,120110,2024-07-22,SIP,5746.74,88.9742,Verified,Uttar Pradesh
TXN22602,INV11167,120103,2025-04-16,SIP,8747.29,758.9142,Verified,Karnataka
TXN22603,INV10215,120113,2025-02-05,SIP,9851.73,256.7281,Pending,Telangana
TXN22604,INV11537,120128,2022-02-22,SIP,11422.23,291.7587,Verified,Rajasthan
TXN22605,INV10730,120113,2025-06-09,SIP,19252.76,283.4377,Verified,Bihar
TXN22606,INV11328,120129,2025-03-10,SIP,22198.23,1477.1909,Failed,Maharashtra
TXN22607,INV10541,120124,2022-05-11,SIP,2629.47,111.2236,Verified,Madhya Pradesh
TXN22608,INV12142,120103,2023-04-27,SIP,19111.83,196.0012,Verified,Delhi
TXN22609,INV11386,120841,2024-04-25,SIP,19020.42,350.1485,Verified,West Bengal
TXN22610,INV12233,118632,2024-12-10,SIP,16403.65,359.4209,Verified,Gujarat
TXN22611,INV10635,120128,2022-07-03,Redemption,11948.22,491.3841,Verified,Bihar
TXN22612,INV11069,120107,2023-05-06,Redemption,32948.41,547.3921,Failed,Maharashtra
TXN22613,INV10215,120107,2024-09-07,SIP,2012.22,25.7095,Failed,Maharashtra
TXN22614,INV10626,120101,2024-10-22,SIP,8750.81,112.1371,Verified,West Bengal
TXN22615,INV11622,119551,2024-11-10,SIP,7951.35,656.2587,Verified,Punjab
TXN22616,INV11700,120128,2022-05-20,Lumpsum,44024.26,3324.9689,Verified,Maharashtra
TXN22617,INV10941,120130,2024-10-03,Lumpsum,73129.4,4237.7962,Verified,Maharashtra
TXN22618,INV11508,120125,2022-12-03,Redemption,12213.36,209.6329,Pending,Gujarat
TXN22619,INV11153,120110,2025-02-13,SIP,13261.11,543.7622,Verified,West Bengal
TXN22620,INV10826,120131,2023-06-09,Redemption,11397.08,125.4998,Verified,West Bengal
TXN22621,INV11609,119777,2025-08-25,SIP,11839.59,236.3243,Verified,Uttar Pradesh
TXN22622,INV12097,120118,2023-02-24,SIP,3704.64,82.5626,Verified,Karnataka
TXN22623,INV10438,120106,2023-02-14,Lumpsum,116190.36,1503.9933,Verified,Punjab
TXN22624,INV10878,120130,2023-09-14,SIP,12130.71,177.597,Verified,West Bengal
TXN22625,INV10942,120129,2023-06-01,SIP,13266.39,350.1185,Verified,Tamil Nadu
TXN22626,INV10887,120104,2023-11-15,SIP,12990.23,173.6783,Failed,Tamil Nadu
TXN22627,INV11341,120122,2024-03-11,SIP,19092.61,205.5761,Verified,Haryana
TXN22628,INV11967,120128,2025-05-07,Lumpsum,160025.62,2285.0296,Verified,Uttar Pradesh
TXN22629,INV11018,119092,2025-06-16,Lumpsum,177460.41,2045.8577,Verified,Delhi
TXN22630,INV10205,125497,2023-07-16,SIP,1000.23,19.9824,Verified,Madhya Pradesh
TXN22631,INV12327,120103,2022-07-19,SIP,9833.19,144.3521,Pending,Maharashtra
TXN22632,INV11734,120116,2022-06-05,SIP,11019.69,917.1223,Verified,Uttar Pradesh
TXN22633,INV10144,119777,2023-09-11,SIP,7305.42,77.9566,Verified,Karnataka
TXN22634,INV10839,119777,2025-07-27,SIP,23858.2,293.2834,Verified,Andhra Pradesh
TXN22635,INV11952,120104,2022-01-30,SIP,3066.29,98.4924,Verified,Delhi
TXN22636,INV12375,120128,2023-07-14,SIP,1541.41,25.3978,Verified,Uttar Pradesh
TXN22637,INV10260,120102,2023-03-18,SIP,10540.93,239.7396,Verified,Delhi
TXN22638,INV10153,120124,2024-06-04,SIP,12176.84,472.8492,Verified,Bihar
TXN22639,INV10055,120129,2022-04-01,SIP,2512.25,31.6971,Verified,Rajasthan
TXN22640,INV11151,120111,2024-09-08,SIP,20246.58,1659.9423,Verified,Tamil Nadu
TXN22641,INV11114,120105,2023-04-26,SIP,11751.74,1154.9198,Verified,Andhra Pradesh
TXN22642,INV10181,120129,2024-06-10,Lumpsum,190668.55,3533.0263,Verified,Kerala
TXN22643,INV10949,118632,2023-08-10,SIP,3121.98,72.5085,Verified,West Bengal
TXN22644,INV11936,120127,2022-12-02,Redemption,33612.86,774.2311,Verified,West Bengal
TXN22645,INV12257,120127,2022-10-26,Redemption,37289.36,904.8422,Verified,West Bengal
TXN22646,INV10713,120130,2024-04-02,SIP,12219.62,296.0944,Verified,West Bengal
TXN22647,INV11198,120102,2025-10-09,Lumpsum,178438.67,2519.8233,Verified,Punjab
TXN22648,INV11671,120116,2024-06-03,SIP,15451.65,172.3947,Pending,Delhi
TXN22649,INV11364,120115,2025-08-14,SIP,11818.45,201.9245,Verified,Telangana
TXN22650,INV10673,120503,2023-12-05,SIP,23039.17,234.0326,Verified,Kerala
TXN22651,INV10595,120131,2023-12-01,SIP,16184.74,210.1056,Verified,Kerala
TXN22652,INV12350,120101,2023-02-26,SIP,17637.16,1016.1466,Verified,Bihar
TXN22653,INV11717,119777,2024-10-23,SIP,2007.48,103.7813,Verified,Kerala
TXN22654,INV10017,120109,2025-02-01,SIP,23614.96,308.3939,Verified,Rajasthan
TXN22655,INV11372,120124,2022-08-28,Lumpsum,147711.67,1807.4859,Verified,West Bengal
TXN22656,INV12247,120118,2024-12-07,Lumpsum,164775.38,5544.9255,Verified,Rajasthan
TXN22657,INV11439,120119,2025-11-09,Redemption,49421.63,1629.8218,Pending,Punjab
TXN22658,INV11859,120102,2025-11-22,Lumpsum,151897.19,2040.0339,Verified,Madhya Pradesh
TXN22659,INV12067,119062,2024-10-11,Lumpsum,183589.52,2530.7206,Verified,Karnataka
TXN22660,INV11256,120108,2024-04-11,SIP,20805.57,353.9746,Verified,Uttar Pradesh
TXN22661,INV10396,120105,2022-02-18,SIP,1746.34,83.5697,Verified,Maharashtra
TXN22662,INV10761,119092,2022-05-18,SIP,11862.38,572.9023,Verified,Uttar Pradesh
TXN22663,INV11465,120118,2022-01-22,SIP,15341.46,375.232,Verified,Andhra Pradesh
TXN22664,INV11536,120106,2023-09-15,SIP,15862.19,171.0025,Verified,Gujarat
TXN22665,INV12431,120503,2025-10-22,SIP,24448.32,444.5187,Pending,Telangana
TXN22666,INV11440,119551,2023-06-08,Lumpsum,97351.51,1190.0456,Verified,Andhra Pradesh
TXN22667,INV12208,119062,2024-05-15,Redemption,30181.99,338.1462,Verified,Andhra Pradesh
TXN22668,INV12009,119551,2024-02-18,SIP,24106.44,307.816,Verified,Maharashtra
TXN22669,INV10356,120123,2023-06-01,SIP,3209.17,100.0207,Verified,Kerala
TXN22670,INV10386,120122,2024-02-17,Lumpsum,70789.63,1100.5032,Verified,Andhra Pradesh
TXN22671,INV11923,120503,2023-10-24,SIP,14263.02,194.4155,Verified,Uttar Pradesh
TXN22672,INV11849,120106,2025-06-10,SIP,3278.89,45.8303,Verified,Gujarat
TXN22673,INV12431,119551,2024-11-02,Lumpsum,18474.42,702.1559,Verified,Telangana
TXN22674,INV11126,120129,2024-03-05,SIP,23199.53,337.0398,Verified,Punjab
TXN22675,INV10200,120109,2025-04-14,SIP,17757.2,327.6302,Verified,Delhi
TXN22676,INV11851,120111,2022-11-30,SIP,7966.88,200.0351,Verified,Maharashtra
TXN22677,INV10450,120102,2022-06-07,SIP,12571.51,387.8439,Verified,Tamil Nadu
TXN22678,INV11587,120104,2024-02-11,Lumpsum,63943.94,2123.8162,Verified,Maharashtra
TXN22679,INV12391,120124,2023-04-14,SIP,11671.99,159.7367,Verified,Andhra Pradesh
TXN22680,INV10476,119062,2022-12-03,SIP,4167.98,42.4906,Failed,Karnataka
TXN22681,INV12479,120129,2022-02-18,SIP,12907.5,158.393,Verified,Telangana
TXN22682,INV11762,119551,2025-12-21,Redemption,45089.09,1045.0365,Verified,Kerala
TXN22683,INV12227,119062,2024-05-07,Redemption,3609.77,73.2707,Verified,Telangana
TXN22684,INV11730,119092,2022-05-14,Redemption,14613.23,153.2113,Verified,Delhi
TXN22685,INV11465,120123,2024-04-01,Redemption,46125.17,503.5748,Verified,Kerala
TXN22686,INV10564,119777,2022-02-19,SIP,3073.06,114.6187,Verified,Karnataka
TXN22687,INV10805,120121,2025-09-13,Redemption,19919.21,591.5906,Verified,Kerala
TXN22688,INV10274,120104,2025-04-07,SIP,3780.4,278.4206,Verified,Gujarat
TXN22689,INV10830,120102,2023-09-08,Lumpsum,150595.22,3334.4174,Verified,Karnataka
TXN22690,INV11524,118632,2024-11-10,Redemption,2583.94,45.1653,Verified,Punjab
TXN22691,INV11090,120130,2024-12-22,Redemption,16560.52,199.4485,Verified,Maharashtra
TXN22692,INV11309,120108,2024-09-10,SIP,6125.47,87.8037,Verified,Punjab
TXN22693,INV11960,120123,2023-03-15,SIP,5138.03,85.9591,Verified,Delhi
TXN22694,INV12218,119092,2022-10-27,SIP,4046.93,72.4113,Verified,Rajasthan
TXN22695,INV10279,120123,2024-11-17,SIP,14587.78,452.5293,Verified,Delhi
TXN22696,INV11694,120116,2023-04-07,Lumpsum,56181.35,3655.1243,Verified,Bihar
TXN22697,INV11769,120503,2023-10-19,SIP,10471.09,383.0721,Verified,Punjab
TXN22698,INV11531,120118,2024-07-10,Lumpsum,168092.63,5561.3966,Failed,Haryana
TXN22699,INV10522,120123,2025-06-13,Lumpsum,104361.72,2240.1052,Pending,Punjab
TXN22700,INV10645,120108,2025-05-11,SIP,7903.06,99.311,Verified,Kerala
TXN22701,INV11773,120131,2022-03-05,SIP,2592.02,146.9746,Pending,Gujarat
TXN22702,INV10597,120503,2024-01-27,Lumpsum,81687.13,1576.8,Verified,Uttar Pradesh
TXN22703,INV11399,120112,2025-01-01,SIP,8850.11,234.5471,Verified,Haryana
TXN22704,INV11925,120125,2024-09-25,SIP,19178.02,224.1583,Verified,Gujarat
TXN22705,INV12415,120128,2025-10-29,SIP,15384.21,190.5792,Verified,Haryana
TXN22706,INV10563,120123,2023-11-22,Lumpsum,139827.69,1430.1639,Failed,Delhi
TXN22707,INV12183,120126,2025-06-16,SIP,2510.42,37.6822,Verified,Rajasthan
TXN22708,INV11112,120111,2025-05-02,SIP,6468.21,69.2426,Verified,Kerala
TXN22709,INV11328,120108,2025-03-05,SIP,9364.32,249.2414,Verified,Tamil Nadu
TXN22710,INV11373,120126,2025-10-16,Lumpsum,59311.82,929.675,Failed,Gujarat
TXN22711,INV10772,120132,2022-10-13,SIP,19477.82,532.8888,Verified,Punjab
TXN22712,INV11481,120127,2025-02-06,SIP,5907.15,114.3862,Pending,West Bengal
TXN22713,INV12131,120104,2022-08-29,Lumpsum,145934.8,4027.8431,Verified,Andhra Pradesh
TXN22714,INV11012,120106,2025-05-09,Lumpsum,128521.63,3184.1063,Pending,Punjab
TXN22715,INV12036,120116,2023-05-19,SIP,12624.24,367.3399,Verified,Gujarat
TXN22716,INV12328,120122,2025-01-05,SIP,4512.16,69.9142,Pending,West Bengal
TXN22717,INV11035,119777,2024-02-11,SIP,14216.4,313.2933,Verified,Bihar
TXN22718,INV10273,120105,2023-06-06,SIP,12881.33,136.8497,Pending,Madhya Pradesh
TXN22719,INV12256,120130,2023-07-22,SIP,14618.89,523.4661,Verified,Kerala
TXN22720,INV10209,120120,2025-07-10,Redemption,30573.05,578.2341,Verified,Telangana
TXN22721,INV11585,120113,2022-09-02,SIP,5346.51,125.7406,Verified,Karnataka
TXN22722,INV10224,120503,2022-05-24,Lumpsum,25955.02,446.1923,Verified,Uttar Pradesh
TXN22723,INV10522,119062,2025-11-07,Lumpsum,44954.08,498.2826,Verified,Gujarat
TXN22724,INV12321,118632,2022-01-21,Lumpsum,70833.15,1070.11,Verified,Delhi
TXN22725,INV11136,120111,2024-05-30,SIP,6531.72,99.496,Verified,Tamil Nadu
TXN22726,INV12338,120110,2025-02-05,Lumpsum,168949.76,7142.7683,Verified,West Bengal
TXN22727,INV12268,120130,2023-10-11,SIP,6276.94,76.0713,Verified,Punjab
TXN22728,INV11570,120106,2025-01-14,SIP,1418.57,58.0534,Verified,Haryana
TXN22729,INV12340,120132,2023-07-07,SIP,12670.17,680.77,Verified,Punjab
TXN22730,INV11665,120107,2023-05-11,SIP,15630.57,173.1542,Verified,Telangana
TXN22731,INV10903,120110,2022-08-08,SIP,6730.5,178.223,Verified,Maharashtra
TXN22732,INV12375,120131,2024-03-02,SIP,6121.31,321.6157,Verified,Telangana
TXN22733,INV10336,120119,2025-12-30,SIP,11620.66,151.8548,Verified,Telangana
TXN22734,INV11575,120132,2024-02-18,SIP,13990.35,406.0459,Verified,Maharashtra
TXN22735,INV12014,120120,2024-12-09,SIP,8729.92,158.9776,Verified,West Bengal
TXN22736,INV11589,120121,2025-05-27,SIP,9951.07,135.7376,Verified,Tamil Nadu
TXN22737,INV12462,120117,2022-12-11,SIP,10696.15,361.191,Verified,Punjab
TXN22738,INV11447,120118,2023-07-16,SIP,18158.41,199.8488,Failed,Tamil Nadu
TXN22739,INV11555,120131,2024-08-19,Lumpsum,138865.97,2287.8247,Verified,Maharashtra
TXN22740,INV10265,120121,2025-12-31,SIP,1525.1,24.8189,Verified,Punjab
TXN22741,INV11473,120117,2022-02-11,SIP,11471.0,229.0559,Verified,Telangana
TXN22742,INV11738,120841,2024-06-14,SIP,9357.52,273.4442,Pending,Uttar Pradesh
TXN22743,INV11065,120123,2022-11-20,Lumpsum,47731.67,761.3373,Verified,Karnataka
TXN22744,INV12119,120131,2024-12-23,SIP,5697.09,429.4376,Verified,Punjab
TXN22745,INV11563,120116,2022-04-09,SIP,6485.92,88.0768,Verified,Punjab
TXN22746,INV10651,120841,2025-06-14,SIP,14267.78,438.5336,Verified,Andhra Pradesh
TXN22747,INV12152,120109,2024-07-16,SIP,8035.67,92.0835,Verified,Karnataka
TXN22748,INV11141,120104,2023-04-15,SIP,8478.36,149.1469,Verified,Gujarat
TXN22749,INV10950,120841,2025-06-25,SIP,14742.62,183.1858,Verified,Maharashtra
TXN22750,INV10721,120111,2025-01-27,SIP,23608.39,260.7424,Verified,Telangana
TXN22751,INV10968,119551,2023-02-05,SIP,18100.7,1126.7593,Verified,Haryana
TXN22752,INV10416,120110,2023-01-02,SIP,3979.29,77.0757,Verified,Kerala
TXN22753,INV11512,120104,2022-11-09,Lumpsum,186769.27,5816.8734,Verified,Kerala
TXN22754,INV10036,120113,2022-12-18,SIP,7536.1,90.5808,Verified,Punjab
TXN22755,INV12052,120125,2022-04-27,SIP,4238.78,295.3647,Verified,Gujarat
TXN22756,INV10639,120101,2023-05-11,Redemption,31230.52,725.4952,Verified,Bihar
TXN22757,INV11144,120122,2023-05-19,Lumpsum,39153.28,1968.6039,Verified,Telangana
TXN22758,INV11017,120103,2025-08-03,Lumpsum,152130.15,9486.397,Verified,Haryana
TXN22759,INV11546,120101,2022-01-02,SIP,12058.54,147.2431,Verified,Uttar Pradesh
TXN22760,INV11618,120128,2025-01-13,Redemption,21387.13,373.5445,Verified,Andhra Pradesh
TXN22761,INV12129,120115,2025-05-25,SIP,18240.54,235.5414,Failed,Haryana
TXN22762,INV11030,120126,2024-04-14,Redemption,26151.32,475.6913,Verified,Karnataka
TXN22763,INV10150,120106,2022-05-31,SIP,24873.15,289.9809,Pending,Haryana
TXN22764,INV10474,120131,2024-04-24,SIP,10022.66,229.74,Verified,Gujarat
TXN22765,INV11289,120124,2023-02-11,SIP,1385.0,28.1513,Verified,Punjab
TXN22766,INV10603,120121,2025-04-24,SIP,19210.15,850.5312,Verified,Punjab
TXN22767,INV11237,120118,2023-05-16,SIP,1393.07,45.7698,Verified,Karnataka
TXN22768,INV11799,120109,2024-09-23,Lumpsum,95938.06,1849.6429,Verified,Gujarat
TXN22769,INV10839,120122,2022-09-25,Redemption,48061.68,1498.0447,Verified,Gujarat
TXN22770,INV10597,119062,2023-08-29,Lumpsum,15358.27,296.1598,Verified,West Bengal
TXN22771,INV11584,120120,2022-06-09,SIP,8054.82,96.0067,Verified,Haryana
TXN22772,INV12260,120123,2022-03-24,SIP,24552.58,284.6818,Verified,Madhya Pradesh
TXN22773,INV10278,120115,2023-11-10,SIP,8448.2,151.9335,Verified,Tamil Nadu
TXN22774,INV10046,119062,2022-10-26,SIP,18066.52,527.2622,Pending,Andhra Pradesh
TXN22775,INV10102,120125,2023-03-24,SIP,13506.18,1109.5571,Verified,Rajasthan
TXN22776,INV11653,120114,2025-06-09,SIP,9326.22,236.7721,Pending,Telangana
TXN22777,INV11508,118632,2024-11-24,SIP,3959.15,80.0543,Verified,Haryana
TXN22778,INV11997,120120,2024-11-18,SIP,16991.68,286.4455,Verified,Maharashtra
TXN22779,INV12320,120125,2022-05-18,SIP,23390.74,531.4477,Verified,Karnataka
TXN22780,INV11802,120110,2022-10-22,Lumpsum,153611.21,5551.5271,Verified,Karnataka
TXN22781,INV11573,120110,2024-03-18,Lumpsum,13168.87,353.4136,Verified,Tamil Nadu
TXN22782,INV10545,120105,2024-05-06,SIP,5647.94,68.9173,Verified,Haryana
TXN22783,INV10622,120120,2025-01-25,Lumpsum,54753.84,592.2765,Verified,Haryana
TXN22784,INV10003,119092,2022-12-01,SIP,1899.06,25.1693,Verified,Bihar
TXN22785,INV10271,120107,2024-08-17,Lumpsum,196333.47,2105.815,Verified,Madhya Pradesh
TXN22786,INV12022,119777,2022-06-13,SIP,12030.55,132.2816,Verified,Rajasthan
TXN22787,INV11525,120123,2023-06-13,SIP,14405.65,160.0177,Verified,Haryana
TXN22788,INV11355,120113,2024-12-14,SIP,17026.04,199.8777,Verified,Karnataka
TXN22789,INV12416,120126,2025-10-29,SIP,20348.54,254.2085,Verified,Uttar Pradesh
TXN22790,INV11005,120107,2022-02-15,Lumpsum,99262.21,2510.8172,Verified,Gujarat
TXN22791,INV12085,120112,2024-10-18,SIP,24791.51,1696.214,Verified,Andhra Pradesh
TXN22792,INV12424,120112,2023-06-12,Redemption,41555.31,693.1515,Verified,Delhi
TXN22793,INV10897,120108,2024-08-08,SIP,4678.2,247.8681,Verified,Madhya Pradesh
TXN22794,INV12221,120125,2024-01-14,SIP,18820.57,394.2617,Verified,Gujarat
TXN22795,INV11357,120112,2022-06-16,SIP,4898.69,91.8982,Verified,Tamil Nadu
TXN22796,INV10272,120113,2022-04-27,SIP,10742.19,219.6987,Verified,Gujarat
TXN22797,INV11697,120123,2022-03-04,SIP,23502.26,1138.6546,Failed,West Bengal
TXN22798,INV10966,120124,2024-10-04,SIP,23998.58,381.1834,Verified,Madhya Pradesh
TXN22799,INV11661,120120,2023-04-27,SIP,6837.66,82.9736,Failed,Uttar Pradesh
TXN22800,INV11377,120103,2025-05-09,SIP,15242.7,175.6317,Verified,West Bengal
TXN22801,INV10413,120841,2022-06-18,SIP,18698.32,795.5323,Verified,Punjab
TXN22802,INV11756,120124,2022-07-09,SIP,24281.45,293.5064,Verified,Madhya Pradesh
TXN22803,INV10623,118632,2022-01-05,SIP,5261.75,239.0238,Verified,Telangana
TXN22804,INV11503,120115,2025-09-26,Lumpsum,22066.44,887.2735,Verified,Haryana
TXN22805,INV11269,120114,2022-07-24,SIP,24911.57,1430.7849,Pending,Maharashtra
TXN22806,INV10162,120132,2022-01-01,SIP,23141.23,285.4868,Verified,Bihar
TXN22807,INV11601,120124,2022-08-09,SIP,15240.88,233.0796,Verified,Uttar Pradesh
TXN22808,INV12155,119092,2025-06-08,SIP,4326.78,83.8356,Verified,Uttar Pradesh
TXN22809,INV11065,120103,2025-08-10,SIP,17798.63,954.3083,Verified,Punjab
TXN22810,INV12485,120107,2025-11-12,Lumpsum,11246.58,129.7272,Pending,Uttar Pradesh
TXN22811,INV10667,120123,2024-07-15,SIP,23840.91,634.4736,Verified,West Bengal
TXN22812,INV11643,120119,2023-04-27,Redemption,49260.74,1301.839,Verified,Punjab
TXN22813,INV11338,120106,2023-05-08,SIP,4569.3,190.628,Verified,Telangana
TXN22814,INV10326,118632,2025-04-18,SIP,3825.24,194.2663,Verified,Madhya Pradesh
TXN22815,INV11839,120101,2022-11-02,Redemption,5525.22,69.6459,Verified,Andhra Pradesh
TXN22816,INV11311,120130,2023-05-05,SIP,12558.32,267.8294,Verified,Andhra Pradesh
TXN22817,INV12262,120130,2023-09-12,Lumpsum,143276.6,1581.3659,Verified,Madhya Pradesh
TXN22818,INV10139,120116,2022-11-17,SIP,5595.73,350.9399,Pending,Gujarat
TXN22819,INV10129,120109,2024-03-08,SIP,20500.45,396.4093,Verified,Karnataka
TXN22820,INV11629,120113,2024-07-09,SIP,20578.75,266.9953,Verified,Karnataka
TXN22821,INV11730,120113,2025-03-06,Lumpsum,141471.77,13259.4771,Verified,Bihar
TXN22822,INV10673,120109,2024-05-01,SIP,12685.46,128.1966,Verified,Delhi
TXN22823,INV10607,120503,2022-10-15,SIP,13306.83,243.7944,Pending,Tamil Nadu
TXN22824,INV11139,120105,2023-01-05,SIP,1922.78,177.5377,Verified,Gujarat
TXN22825,INV11478,120114,2025-06-13,SIP,9092.32,468.3443,Verified,West Bengal
TXN22826,INV12053,120105,2023-03-09,SIP,8980.43,129.6253,Pending,Karnataka
TXN22827,INV12069,120110,2024-12-23,SIP,22350.07,224.7892,Verified,Gujarat
TXN22828,INV10806,120120,2022-03-22,SIP,24139.42,382.0268,Verified,Telangana
TXN22829,INV11189,120127,2024-07-23,SIP,7827.66,674.0811,Verified,Maharashtra
TXN22830,INV12414,119092,2024-08-29,SIP,22077.62,235.8358,Verified,Bihar
TXN22831,INV12494,120129,2023-04-18,Lumpsum,66460.01,1051.9082,Verified,Madhya Pradesh
TXN22832,INV11841,120109,2023-09-07,SIP,16649.31,1234.7509,Verified,Madhya Pradesh
TXN22833,INV10940,120130,2023-06-05,SIP,7368.78,127.5607,Verified,Gujarat
TXN22834,INV10167,120107,2024-07-09,Lumpsum,82411.14,1692.1869,Verified,Tamil Nadu
TXN22835,INV10312,120110,2025-01-01,SIP,22587.85,238.7911,Pending,Bihar
TXN22836,INV10067,120125,2025-08-03,SIP,8348.9,130.4066,Verified,Punjab
TXN22837,INV10210,120124,2025-04-03,SIP,13818.16,231.4122,Pending,Tamil Nadu
TXN22838,INV10475,120108,2024-03-07,SIP,18417.31,709.6873,Verified,Kerala
TXN22839,INV10821,125497,2025-11-04,SIP,2912.25,42.6917,Pending,Gujarat
TXN22840,INV11966,119551,2022-07-23,SIP,23345.97,308.0289,Verified,Karnataka
TXN22841,INV10693,120111,2025-10-07,SIP,10973.82,119.8854,Verified,Uttar Pradesh
TXN22842,INV10836,120103,2024-01-11,SIP,19362.22,537.9879,Verified,Delhi
TXN22843,INV12222,120128,2025-08-01,Redemption,5658.84,235.7734,Verified,Delhi
TXN22844,INV10498,125497,2023-05-06,Redemption,39375.91,483.1496,Verified,Delhi
TXN22845,INV11107,120104,2022-08-21,SIP,11831.0,565.2783,Verified,Punjab
TXN22846,INV12190,120122,2024-11-12,SIP,12549.8,192.2076,Verified,Delhi
TXN22847,INV10342,120115,2022-07-08,SIP,5233.56,63.3648,Verified,West Bengal
TXN22848,INV12234,120109,2022-02-07,SIP,22933.12,278.3356,Verified,Madhya Pradesh
TXN22849,INV10354,119092,2022-11-29,SIP,9210.43,161.6211,Verified,Karnataka
TXN22850,INV12191,120105,2024-09-07,SIP,19175.54,460.6799,Verified,Madhya Pradesh
TXN22851,INV11394,120117,2024-06-04,Lumpsum,162418.63,2034.6176,Verified,Delhi
TXN22852,INV11649,120106,2022-12-10,SIP,15905.8,297.2598,Verified,Tamil Nadu
TXN22853,INV12402,119092,2023-04-10,SIP,16768.62,181.9523,Pending,Bihar
TXN22854,INV12025,120128,2024-07-26,Redemption,17466.27,404.327,Verified,Gujarat
TXN22855,INV10172,120503,2024-07-16,Redemption,2178.64,51.8873,Failed,Tamil Nadu
TXN22856,INV11526,120114,2024-05-01,SIP,21100.46,216.9433,Verified,Andhra Pradesh
TXN22857,INV11899,120841,2022-10-02,SIP,3303.46,58.1122,Verified,Bihar
TXN22858,INV10478,120130,2022-10-06,SIP,12864.29,129.0919,Verified,Telangana
TXN22859,INV11396,119777,2025-07-03,SIP,1779.52,20.8936,Verified,Punjab
TXN22860,INV11299,120108,2023-10-02,SIP,20731.95,569.393,Pending,Kerala
TXN22861,INV10437,118632,2023-09-07,SIP,24137.87,1081.3124,Verified,Rajasthan
TXN22862,INV11058,120117,2022-11-10,SIP,9158.59,194.5214,Verified,Uttar Pradesh
TXN22863,INV10305,120126,2024-01-16,SIP,12958.89,169.4492,Pending,Delhi
TXN22864,INV11667,119551,2022-02-23,SIP,8866.09,119.7117,Verified,Uttar Pradesh
TXN22865,INV10563,120126,2025-05-19,Redemption,42875.35,1005.805,Verified,Haryana
TXN22866,INV10390,120109,2023-11-15,SIP,22321.8,844.3807,Verified,West Bengal
TXN22867,INV10870,120130,2022-06-11,SIP,2177.89,57.2617,Verified,Tamil Nadu
TXN22868,INV12254,120127,2022-06-13,SIP,18107.53,192.2879,Verified,Punjab
TXN22869,INV12237,120112,2025-02-05,Redemption,16282.21,179.7564,Pending,Rajasthan
TXN22870,INV10167,120112,2024-05-10,SIP,16789.54,490.7165,Verified,Delhi
TXN22871,INV10214,120101,2022-05-21,SIP,23775.61,377.7061,Verified,Delhi
TXN22872,INV10438,120123,2022-03-29,SIP,20428.01,438.9441,Verified,Telangana
TXN22873,INV10438,120109,2022-11-22,SIP,23551.77,260.0905,Pending,Haryana
TXN22874,INV11015,120841,2023-11-16,SIP,5443.1,58.7588,Verified,Karnataka
TXN22875,INV10426,119551,2024-08-21,SIP,18489.97,864.0364,Verified,Tamil Nadu
TXN22876,INV12088,120108,2024-04-15,SIP,17353.87,195.5221,Verified,Maharashtra
TXN22877,INV12363,120105,2024-10-05,SIP,6709.88,137.8504,Pending,Kerala
TXN22878,INV11592,120105,2024-12-16,SIP,9262.43,199.5919,Verified,Uttar Pradesh
TXN22879,INV12420,120119,2025-03-30,Redemption,14929.29,228.0164,Verified,Uttar Pradesh
TXN22880,INV10511,120119,2023-06-07,SIP,15526.14,1532.5775,Verified,Rajasthan
TXN22881,INV10470,120118,2025-04-24,Lumpsum,150623.2,2085.7029,Verified,Tamil Nadu
TXN22882,INV12362,120104,2025-08-05,SIP,3879.45,55.112,Verified,Haryana
TXN22883,INV10543,120503,2023-04-18,Lumpsum,150251.63,1981.8788,Verified,Tamil Nadu
TXN22884,INV11617,120101,2023-03-23,Lumpsum,192082.96,3112.5845,Verified,Uttar Pradesh
TXN22885,INV10861,119777,2025-11-26,SIP,10920.54,268.1721,Pending,Maharashtra
TXN22886,INV11832,120102,2022-10-29,SIP,16551.12,784.7118,Verified,Andhra Pradesh
TXN22887,INV11511,120113,2024-04-21,SIP,16828.49,236.2613,Verified,Gujarat
